PlanningLocation,minimumDwell,stationCode,locationName,subdivision,MonitoringLocation,LocationGroup,
IVRN424,+02 ,   ,Inverness Signal 424      ,000,01135,No Region             ,
IVRN427,+02 ,   ,Inverness Signal 427      ,000,01124,No Region             ,
IVRN429,+02 ,   ,Inverness Signal 429      ,000,01129,No Region             ,
IVRN707,+02 ,   ,Inverness Signal 707      ,000,01150,No Region             ,
IVRN711,+02 ,   ,Inverness Signal 711      ,000,01107,No Region             ,
IVRNCLR,+02 ,   ,Inverness Millburn C.Rail ,000,01106,No Region             ,
JEUMONT,+02 ,   ,Jeumont                   ,000,00747,No Region             ,
JFRSTNL,+02 ,   ,Jefferstone Lane          ,000,00000,No Region             ,
KARLSRH,+02 ,   ,Karlsruhe                 ,000,00000,No Region             ,
KDRMTMD,+02 ,   ,Kidderminster TMD (Svr)   ,000,65942,No Region             ,
KEITBPG,+02 ,   ,Keith Branch Platform GBRF,000,02025,No Region             ,
KESWCOK,+02 ,COX,Cockermouth (Main Street) ,000,00000,No Region             ,
KESWICK,+02 ,KWK,Keswick (Bus Station)     ,000,00000,No Region             ,
KETTWGB,+02 ,   ,Ketton Ward Sdg GBRF      ,000,45020,No Region             ,
KEYNSCH,+02 ,   ,Keynsham Church           ,000,00000,No Region             ,
KGMRDD1,+02 ,   ,Carlisle Kingmoor DD1 SB  ,000,09170,No Region             ,
KGMRJCN,+02 ,   ,Carlisle Kingmoor Jcn     ,000,09153,No Region             ,
KGMRSRR,+02 ,   ,Carlisle Stainton Runround,000,09145,No Region             ,
KGMRVWR,+02 ,   ,Carlisle Kingmoor (VWR)   ,000,00000,No Region             ,
KIJFOEK,+02 ,   ,Kijfhoek Yard             ,000,00916,No Region             ,
KILARNY,+02 ,KLL,Killarney                 ,000,00000,No Region             ,
KILBPLT,+02 ,ZKP,Kilburn Park LT           ,000,00000,No Region             ,
KILCGBF,+02 ,   ,Killoch Colliery GBRF     ,000,08665,No Region             ,
KILM86 ,+02 ,   ,Kilmarnock Sig K86        ,000,08713,No Region             ,
KINEGBF,+02 ,   ,Kineton MOD GBRF          ,000,69403,No Region             ,
KINEJN ,+02 ,   ,Kineton Jn                ,000,69406,No Region             ,
KINESD1,+02 ,   ,Kineton Sidings 1         ,000,69407,No Region             ,
KINESD2,+02 ,   ,Kineton Sidings 2         ,000,69408,No Region             ,
KINESD3,+02 ,   ,Kineton Sidings 3         ,000,69409,No Region             ,
KIRKOTM,+02 ,   ,Kirkham OTM Siding        ,000,30052,No Region             ,
KIRKWAL,+02 ,   ,Kirkwall                  ,000,00000,No Region             ,
KITTYAL,+02 ,   ,Kittybrewster Arrival Line,000,02063,No Region             ,
KLCRGGN,+02 ,KCG,Kilcreggan                ,000,00000,No Region             ,
KLNH104,+02 ,   ,Kilnhurst S1104           ,000,24487,No Region             ,
KLNH105,+02 ,   ,Kilnhurst S1105           ,000,24488,No Region             ,
KLNH109,+02 ,   ,Kilnhurst S1109           ,000,24489,No Region             ,
KLNHLOS,+02 ,   ,Kilnhurst Limit Of Shunt  ,000,24490,No Region             ,
KLYNBUS,+02 ,KLS,Kings Lynn Bus Station Gn ,000,00000,No Region             ,
KNDLVLX,+02 ,   ,Knodishall Level Crossing ,000,00000,No Region             ,
KNGBQUY,+02 ,XAW,Kingsbridge Quay          ,000,00000,No Region             ,
KNGX300,+02 ,   ,Copenhagen Jn  Signal K300,000,54316,No Region             ,
KNGXESG,+02 ,   ,Kings Cross East Sidings  ,000,54310,No Region             ,
KNGXGWR,+02 ,   ,Kings X Gasworks Tun Rev  ,000,54313,No Region             ,
KNSGHST,+02 ,ZHS,Kensington High St L.T.   ,000,72247,No Region             ,
KNTN417,+02 ,   ,Knottingley Sig FE6417    ,000,18030,No Region             ,
KNTN431,+02 ,   ,Knottingley Sig FE6431    ,000,18038,No Region             ,
KOBLENZ,+02 ,KBZ,Koblenz Hbf               ,000,00034,No Region             ,
KOLNHBF,+02 ,   ,Koln Hbf                  ,000,00009,No Region             ,
KOLNNIE,+02 ,   ,Koln Niehl                ,000,00010,No Region             ,
KRKC39 ,+02 ,   ,Kirkconnel Sig KC39       ,000,08843,No Region             ,
KSTP9  ,+02 ,   ,Kirkby Stephen KS9        ,000,09435,No Region             ,
KSTPTC ,+02 ,   ,Kirkby Stephen Town Centre,000,00000,No Region             ,
KSTPURS,+02 ,   ,Kirkby Stephen URS        ,000,09434,No Region             ,
KYLEAKN,+02 ,KYK,Kyleakin                  ,000,00000,No Region             ,
LACKFHH,+02 ,   ,Lackenby SSI FHH          ,000,15626,No Region             ,
LAGYGBF,+02 ,   ,Langley Redlands GBRF     ,000,53224,No Region             ,
LANBDRN,+02 ,LLB,Llanbadarn                ,000,64611,No Region             ,
LAND74 ,+02 ,   ,Llandudno Jn Sig.LJ74     ,000,00000,No Region             ,
LARA318,+02 ,   ,Plymouth Signal P318      ,000,00000,No Region             ,
LARNEHB,+02 ,   ,Larne Harbour             ,000,00000,No Region             ,
LAUNWST,+02 ,XAZ,Launceston Westgate Street,000,00000,No Region             ,
LBRIGG ,+02 ,   ,Lambrigg                  ,000,09337,No Region             ,
LCHBSDL,+02 ,LCB,Lochboisdale              ,000,00000,No Region             ,
LCHMADY,+02 ,LCH,Lochmaddy                 ,000,00000,No Region             ,
LCKW058,+02 ,   ,Cardiff Signal 7058       ,000,78459,No Region             ,
LDRY   ,+02 ,LDR,Londonderry               ,000,00000,No Region             ,
LECHMSQ,+02 ,   ,Lechlade Market Square    ,000,00000,No Region             ,
LEDB435,+02 ,   ,Ledburn Signal TK1435     ,000,00000,No Region             ,
LEED692,+02 ,   ,Leeds Signal 3692         ,000,17125,No Region             ,
LEEDADV,+02 ,   ,Leeds F.L.T. (Advenza)    ,000,00000,No Region             ,
LEEDRGB,+02 ,   ,Stourton Cemex GBRF       ,000,17190,No Region             ,
LEEDSFB,+02 ,XLD,Leeds Festival Bus        ,000,00000,No Region             ,
LEITCLR,+02 ,   ,Leith Lafarge Colas Rail  ,000,04617,No Region             ,
LENH334,+02 ,   ,Lenham Signal 334         ,000,89424,No Region             ,
LENS   ,+02 ,   ,Lens                      ,000,00737,No Region             ,
LEOMBUS,+02 ,   ,Leominster Bus Station    ,000,00000,No Region             ,
LERWICK,+02 ,   ,Lerwick                   ,000,00000,No Region             ,
LESAORL,+02 ,   ,Les Aubrais-Orleans       ,000,00789,No Region             ,
LEST326,+02 ,   ,Knighton Jn Sig. LR326    ,000,59273,No Region             ,
LESTKJS,+02 ,   ,Knighton Junction Sidings ,000,59274,No Region             ,
LETEILA,+02 ,   ,Le Teil (Ardeche)         ,000,00000,No Region             ,
LEYTLUL,+02 ,   ,Leyton LT Station         ,000,00000,No Region             ,
LEYTSTO,+02 ,   ,Leyton Supermarket        ,000,00000,No Region             ,
LGHM   ,+02 ,LHL,Langholm                  ,000,00000,No Region             ,
LHRBHC ,+02 ,XHC,Hatton Cross              ,000,00000,No Region             ,
LHRBT1 ,+02 ,   ,Heathrow Terminal 1 Bus   ,000,00000,No Region             ,
LHRBT2 ,+02 ,   ,Heathrow Terminal 2 Bus   ,000,00000,No Region             ,
LHRBT3 ,+02 ,   ,Heathrow Terminal 3 Bus   ,000,00000,No Region             ,
LHRBT4 ,+02 ,   ,Heathrow Terminal 4 Bus   ,000,00000,No Region             ,
LICDSDG,+02 ,   ,Lichfield Down Siding     ,000,65212,No Region             ,
LIEGE  ,+02 ,   ,Liege                     ,000,00859,No Region             ,
LILLDEL,+02 ,   ,Lille Deliverance         ,000,00740,No Region             ,
LILLE  ,+02 ,LIU,Lille Europe              ,000,00741,No Region             ,
LILLEFL,+02 ,LIL,Lille Flandres            ,000,00742,No Region             ,
LILLEPF,+02 ,   ,Lille-Port-Fluvial        ,000,00728,No Region             ,
LIMERCJ,+02 ,LJN,Limerick Jcn              ,000,00000,No Region             ,
LIMERIC,+02 ,LRK,Limerick                  ,000,00000,No Region             ,
LINCGBF,+02 ,   ,Lincoln Terrace Sdgs GBRF ,000,44048,No Region             ,
LINDFRD,+02 ,LNF,Lindford (Liphook Road)   ,000,00000,No Region             ,
LINZ   ,+02 ,   ,Linz                      ,000,00119,No Region             ,
LISMORE,+02 ,LSM,Lismore                   ,000,00000,No Region             ,
LIVSTHS,+02 ,   ,Liverpool St L.H.S.       ,000,00000,No Region             ,
LIVSTLL,+02 ,LSX,Liverpool St Crossrail    ,000,52745,No Region             ,
LLDELWJ,+02 ,   ,Llandeilo West Jn         ,000,79042,No Region             ,
LLFAIRC,+02 ,   ,Llanfair Caereinion       ,000,00000,No Region             ,
LLHLABY,+02 ,XTL,Abertillery               ,000,00000,No Region             ,
LLNLDJE,+02 ,   ,Llanelli Dock Jn East     ,000,79041,No Region             ,
LLSTPHX,+02 ,   ,Llanstephan L.C.          ,000,00000,No Region             ,
LLTRNMJ,+02 ,   ,Llantarnam Jn             ,000,00000,No Region             ,
LLWEGBF,+02 ,   ,Llanwern Exchange GBRF    ,000,79067,No Region             ,
LMAR   ,+02 ,   ,Long Marton               ,000,09424,No Region             ,
LMKLSSB,+02 ,   ,Lime Kiln Sdg S.B.        ,000,00000,No Region             ,
LNDN109,+02 ,   ,London Bridge Sig TL5109  ,000,87582,No Region             ,
LNDN110,+02 ,   ,London Bridge Sig TL5110  ,000,87565,No Region             ,
LNGON  ,+02 ,   ,Longuyon                  ,000,00760,No Region             ,
LNGPFHH,+02 ,   ,Longport Bradwell Up Sdgs ,000,43043,No Region             ,
LNGTDRS,+02 ,   ,Longtown MOD (DRS)        ,000,09134,No Region             ,
LNGTGBF,+02 ,   ,Longtown MOD GBRF         ,000,09133,No Region             ,
LNGU   ,+02 ,   ,Longeau                   ,000,00749,No Region             ,
LNGY211,+02 ,   ,Langley Jn Sig K211       ,000,53255,No Region             ,
LNGY971,+02 ,   ,Langley Jn Sig WL1971     ,000,53256,No Region             ,
LNGY972,+02 ,   ,Langley Jn Sig WL1972     ,000,53251,No Region             ,
LNGY974,+02 ,   ,Langley Jn Sig WL1974     ,000,53252,No Region             ,
LOGHUNI,+02 ,XLO,Loughborough University   ,000,00000,No Region             ,
LONDEUR,+02 ,LOE,London Eurostar (CIV)     ,000,00000,No Region             ,
LOVR247,+02 ,   ,Lovers Walk Signal T1247  ,000,88015,No Region             ,
LOVR250,+02 ,   ,Lovers Walk Signal T1250  ,000,88013,No Region             ,
LOVR255,+02 ,   ,Lovers Walk Signal T1255  ,000,88016,No Region             ,
LOVR262,+02 ,   ,Lovers Walk Signal T1262  ,000,88019,No Region             ,
LOVR267,+02 ,   ,Lovers Walk Signal T1267  ,000,88014,No Region             ,
LOWSL57,+02 ,   ,Lowestoft Signal L57      ,000,48199,No Region             ,
LOWSL6 ,+02 ,   ,Lowestoft Signal L6       ,000,48198,No Region             ,
LSTREM ,+02 ,   ,Lestrem                   ,000,00727,No Region             ,
LTFDMSC,+02 ,   ,Latchford Mscc Sidings    ,000,35536,No Region             ,
LTLBYLP,+02 ,   ,Littlebury Loop           ,000,00000,No Region             ,
LTLHUPS,+02 ,   ,Littlehampton Up Sdgs 1&2 ,000,86475,No Region             ,
LTLHWSR,+02 ,   ,Littlehampton Wash Road   ,000,86476,No Region             ,
LTLPL24,+02 ,   ,Littleport L24 Signal     ,000,46244,No Region             ,
LUDGGBF,+02 ,   ,Ludgershall MOD GBRF      ,000,86152,No Region             ,
LUDLCST,+02 ,   ,Ludlow Corve Street       ,000,00000,No Region             ,
LUINO  ,+02 ,   ,Luino                     ,000,00305,No Region             ,
LUTO616,+02 ,   ,Luton Signal 616          ,000,62411,No Region             ,
LUTOALM,+02 ,   ,Luton Alma Street         ,000,00000,No Region             ,
LUTOBRI,+02 ,   ,Luton Galaxy Centre       ,000,00000,No Region             ,
LUTOBUS,+02 ,LUB,Luton Bus                 ,000,00000,No Region             ,
LUTOGBR,+02 ,   ,Luton Crescent Road (GBRF),000,62409,No Region             ,
LVRPEMG,+02 ,   ,Liverpool EMR GBRF        ,000,36110,No Region             ,
LVRPGBF,+02 ,   ,Liverpool Biomass Tml GBF ,000,36108,No Region             ,
LVRPJLA,+02 ,LJL,Liverpool J Lennon Airport,000,00000,No Region             ,
LVRPLFP,+02 ,   ,Liverpool Ferryport       ,000,00000,No Region             ,
LWERHCF,+02 ,   ,Llanwern Tata Distbn Hcf  ,000,76109,No Region             ,
LYDNNOR,+02 ,   ,Norchard                  ,000,00000,No Region             ,
LYNECMP,+02 ,XBD,Lyneham Camp Main Gate    ,000,00000,No Region             ,
LYONGUI,+02 ,   ,Lyon Guillotiere          ,000,00775,No Region             ,
LYONVEN,+02 ,   ,Lyon Venissieux           ,000,00776,No Region             ,
MACHFHH,+02 ,   ,Machen Quarry (FLHH)      ,000,76510,No Region             ,
MACONVL,+02 ,   ,Macon-Ville               ,000,00774,No Region             ,
MAERDY ,+02 ,MDY,Maerdy                    ,000,00000,No Region             ,
MAGHNTH,+02 ,MNS,Maghull North Station     ,000,36014,No Region             ,
MALLOW ,+02 ,MAW,Mallow                    ,000,00000,No Region             ,
MALRSTG,+02 ,   ,Mallerstang               ,000,09439,No Region             ,
MANHHAN,+02 ,   ,Mannheim Handelshafen     ,000,00054,No Region             ,
MANHRAN,+02 ,   ,Mannheim Rangierbahnhof   ,000,00055,No Region             ,
MANTMJ6,+02 ,   ,Manton Sig MJ6            ,000,59143,No Region             ,
MARBORO,+02 ,   ,Marlborough High St Bus   ,000,00000,No Region             ,
MARCHUG,+02 ,   ,March Up Yard GBRF        ,000,46213,No Region             ,
MARNELV,+02 ,MCK,Marne-La-Vallee           ,000,00799,No Region             ,
MBRK939,+02 ,   ,Millbrook Sig E939        ,000,00000,No Region             ,
MBRK940,+02 ,   ,Millbrook Sig E940        ,000,00000,No Region             ,
MBRK955,+02 ,   ,Millbrook Sig E955        ,000,86537,No Region             ,
MBRKCLJ,+02 ,   ,Church Lane Junction      ,000,86525,No Region             ,
MBRKGBR,+02 ,   ,Millbrook Hants FLT GBRF  ,000,86538,No Region             ,
MBROGBR,+02 ,   ,Masborough N&W GBRF       ,000,25019,No Region             ,
MBROJNS,+02 ,   ,Masborough Jn Shunt Signal,000,24704,No Region             ,
MCHWGBF,+02 ,   ,Marchwood MOD GBRF        ,000,86725,No Region             ,
MDCL982,+02 ,   ,Midcalder Jn Sig EJ982    ,000,04123,No Region             ,
MDLSDSG,+02 ,   ,Middlesbrough Dawson GBRF ,000,15429,No Region             ,
MDNHDW ,+02 ,   ,Maidenhead West           ,000,00000,No Region             ,
MDVLLT ,+02 ,ZMV,Maida Vale LT             ,000,00000,No Region             ,
MEADLOS,+02 ,   ,Meadowhall Limit Of Shunt ,000,25315,No Region             ,
MEADW69,+02 ,   ,Meadowhall S1069          ,000,25314,No Region             ,
MEDSTED,+02 ,MDT,Medstead                  ,000,00000,No Region             ,
MELKMAR,+02 ,XBO,Melksham Market Place     ,000,00000,No Region             ,
MELROSE,+02 ,MLS,Melrose                   ,000,00000,No Region             ,
MENSTOB,+02 ,OTL,Otley (Bus Station)       ,000,00000,No Region             ,
MERHFHH,+02 ,   ,Merehead Quarry (FHH)     ,000,82249,No Region             ,
MERHTMD,+02 ,   ,Merehead TMD              ,000,82248,No Region             ,
MERLBKE,+02 ,   ,Merelbeke                 ,000,00848,No Region             ,
MERTBCN,+02 ,BEO,Brecon                    ,000,00000,No Region             ,
METZ   ,+02 ,MZM,Metz                      ,000,00764,No Region             ,
MEVATRE,+02 ,XEF,Mevagissey Trevorth       ,000,00000,No Region             ,
MFLDBS ,+02 ,   ,Mansfield Bus Station     ,000,00000,No Region             ,
MFLDDOU,+02 ,   ,E Midlands Designer Outlet,000,00000,No Region             ,
MGTLSR ,+02 ,   ,Moorgate                  ,000,00000,No Region             ,
MIDSTHL,+02 ,XBR,Midsomer Norton Town Hall ,000,00000,No Region             ,
MILANML,+02 ,   ,Milano Melzo              ,000,00315,No Region             ,
MILANPI,+02 ,   ,Milano Pioltello          ,000,00319,No Region             ,
MILANRO,+02 ,   ,Milano Rogoredo           ,000,00316,No Region             ,
MILANSE,+02 ,   ,Milano Segrate            ,000,00317,No Region             ,
MINEBAN,+02 ,XBW,Minehead Bancks Street    ,000,00000,No Region             ,
MINEBUT,+02 ,XBV,Minehead Butlins          ,000,00000,No Region             ,
MINEPAR,+02 ,   ,Minehead Parade           ,000,00000,No Region             ,
MINMDRS,+02 ,   ,Moreton-In-Marsh DRS      ,000,67358,No Region             ,
MINZHBF,+02 ,MNZ,Mainz Hbf                 ,000,00044,No Region             ,
MIRADEB,+02 ,   ,Miranda De Ebro           ,000,00235,No Region             ,
MKNSBUS,+02 ,   ,Milton Keynes The Point   ,000,00000,No Region             ,
MLLPTOP,+02 ,   ,Millport                  ,000,00000,No Region             ,
MLRHS14,+02 ,   ,Millerhill Sig EM14       ,000,04731,No Region             ,
MLRHSTE,+02 ,   ,Millerhill S.& T.E.       ,000,00000,No Region             ,
MLTNOTM,+02 ,   ,Melton Mowbray OTM Sdgs   ,000,59129,No Region             ,
MLTNS54,+02 ,   ,Melton Mowbray Signal MN54,000,59132,No Region             ,
MNCRANC,+02 ,ANH,Anchorage (Metrolink)     ,000,00000,No Region             ,
MNCRBST,+02 ,   ,Bromley St. Jn (Man Vic)  ,000,00000,No Region             ,
MNCRBWY,+02 ,BRD,Broadway (Metrolink)      ,000,00000,No Region             ,
MNCRCBK,+02 ,COZ,Cornbrook (Metrolink)     ,000,00000,No Region             ,
MNCRECC,+02 ,ECM,Eccles (Metrolink)        ,000,00000,No Region             ,
MNCREQY,+02 ,EXQ,Exchange Quay (Metrolink) ,000,00000,No Region             ,
MNCRHBC,+02 ,HBC,Harbour City (Metrolink)  ,000,00000,No Region             ,
MNCRIWB,+02 ,   ,Irwell Bridge Jn (Man Vic),000,00000,No Region             ,
MNCRLDW,+02 ,LDW,Ladywell (Metrolink)      ,000,00000,No Region             ,
MNCRLWY,+02 ,LWY,Langworthy (Metrolink)    ,000,00000,No Region             ,
MNCRPOM,+02 ,PMO,Pomona (Metrolink)        ,000,00000,No Region             ,
MNCRSQY,+02 ,SAQ,Salford Quays (Metrolink) ,000,00000,No Region             ,
MNCRWST,+02 ,WMT,Weaste (Metrolink)        ,000,00000,No Region             ,
MNRSDGS,+02 ,   ,Mid-Norfolk Railway Siding,000,48431,No Region             ,
MNTBLRD,+02 ,   ,Montbeliard               ,000,00773,No Region             ,
MNTLGBR,+02 ,   ,Mantle Lane TC GBRF       ,000,58042,No Region             ,
MODANE ,+02 ,   ,Modane                    ,000,00781,No Region             ,
MONCHEN,+02 ,   ,Monchengladbach           ,000,00018,No Region             ,
MONMCTR,+02 ,   ,Monmouth Centre           ,000,00000,No Region             ,
MONT1SD,+02 ,   ,Montrose No1 Through Sdg  ,000,03016,No Region             ,
MONTDBC,+02 ,   ,Montrose DBC              ,000,03015,No Region             ,
MONTS11,+02 ,   ,Montrose Sig MD11         ,000,03019,No Region             ,
MORGTLT,+02 ,ZMG,Moorgate LT               ,000,00000,No Region             ,
MOSEGBR,+02 ,   ,Mossend Euroterminal GBRF ,000,07392,No Region             ,
MOSELDB,+02 ,   ,Mossend Yard LHS (DBC)    ,000,07353,No Region             ,
MOSEPDF,+02 ,   ,Mossend Pd Stirling (FLHH),000,07374,No Region             ,
MOSTEJN,+02 ,   ,Mostyn East Jn            ,000,40114,No Region             ,
MOSTUGL,+02 ,   ,Mostyn Up Goods Loop      ,000,40118,No Region             ,
MOSTWJN,+02 ,   ,Mostyn West Jn            ,000,40115,No Region             ,
MOUSCRN,+02 ,   ,Mouscron                  ,000,00846,No Region             ,
MPRTNCB,+02 ,   ,Maryport Up Sdg           ,000,00000,No Region             ,
MRGMTCG,+02 ,   ,Margam TC GBRF            ,000,79766,No Region             ,
MRGT42 ,+02 ,   ,Moorgate Signal K42       ,000,54298,No Region             ,
MRKSFHH,+02 ,   ,Marks Tey FLHH            ,000,50100,No Region             ,
MRKSTDL,+02 ,   ,Marks Tey Down Loop       ,000,00000,No Region             ,
MRLAJN ,+02 ,   ,Moor Lane Jn              ,000,00000,No Region             ,
MRLBHST,+02 ,XBH,Marlborough High Street   ,000,00000,No Region             ,
MRLDJN ,+02 ,   ,Moorland Road Junction    ,000,77076,No Region             ,
MRSLSTC,+02 ,MSC,Marseille St Charles      ,000,00710,No Region             ,
MRSNTC ,+02 ,   ,Marsden Town Centre       ,000,00000,No Region             ,
MRTECTR,+02 ,XEK,Moretonhampstead Court St ,000,00000,No Region             ,
MRTMEJN,+02 ,   ,Maritime East Junction    ,000,86706,No Region             ,
MRTMWJN,+02 ,   ,Maritime West Junction    ,000,86707,No Region             ,
MSBTN  ,+02 ,MBT,Marsh Barton              ,000,83518,No Region             ,
MSSC385,+02 ,   ,Manchester South Sig MS385,000,00000,No Region             ,
MSSC423,+02 ,   ,Manchester South Sig MS423,000,00000,No Region             ,
MSSC604,+02 ,   ,Manchester S Sig MS604/606,000,00000,No Region             ,
MSSC739,+02 ,   ,Manchester Sth Sig MS1739 ,000,00000,No Region             ,
MSSC750,+02 ,   ,Manchester S Sig MS1750/52,000,00000,No Region             ,
MUCK   ,+02 ,MUK,Muck                      ,000,00000,No Region             ,
MUIZEN ,+02 ,   ,Muizen                    ,000,00857,No Region             ,
MULHING,+02 ,   ,Mulhouse Ile Napolean Gar ,000,00778,No Region             ,
MULHNRD,+02 ,   ,Mulhouse Nord             ,000,00777,No Region             ,
MUNCHEN,+02 ,   ,Munchen                   ,000,00065,No Region             ,
NABT706,+02 ,   ,Newton Abbot 706 Sig      ,000,83622,No Region             ,
NACTON ,+02 ,ZNA,North Acton LT            ,000,00000,No Region             ,
NAMUR  ,+02 ,   ,Namur                     ,000,00861,No Region             ,
NAPCENT,+02 ,   ,Napoli Centrale           ,000,00353,No Region             ,
NBARUSG,+02 ,   ,New Barnet Up Siding      ,000,54010,No Region             ,
NEAS25 ,+02 ,   ,Neasden South Jn Sig ME25 ,000,63030,No Region             ,
NEAS327,+02 ,   ,Neasden South Jn Sig ME327,000,63028,No Region             ,
NEAS34 ,+02 ,   ,Neasden South Jn Sig ME34 ,000,63029,No Region             ,
NEASCGB,+02 ,   ,Neasden Charrington GBRF  ,000,63031,No Region             ,
NELMHAM,+02 ,   ,North Elmham              ,000,00000,No Region             ,
NEUULM ,+02 ,   ,Neu Ulm                   ,000,00063,No Region             ,
NEVLGBF,+02 ,   ,Neville Hill Up Sdgs GBRF ,000,17111,No Region             ,
NEWA135,+02 ,   ,Newark South Junction Sig ,000,44310,No Region             ,
NEWALCN,+02 ,LBS,Lincoln Bus Station       ,000,00000,No Region             ,
NEWASCH,+02 ,   ,Southwell Norwood Gardens ,000,00000,No Region             ,
NEWASWG,+02 ,SLZ,Southwell Westgate        ,000,00000,No Region             ,
NEWASWN,+02 ,SWC,Swinderby A46 Roundabout  ,000,00000,No Region             ,
NEWB867,+02 ,   ,Newbury Signal T2867      ,000,74811,No Region             ,
NEWHGBR,+02 ,   ,Newhaven Day Aggs GBRF    ,000,88235,No Region             ,
NEWHH40,+02 ,   ,Seaford Branch Sig NH40   ,000,88243,No Region             ,
NEWHVFH,+02 ,   ,Newhaven Day Aggs (FLHH)  ,000,88232,No Region             ,
NEWHVMD,+02 ,   ,Newhaven Marine Ag Tml DBC,000,88230,No Region             ,
NEWX127,+02 ,   ,New Cross Gate Sig TL5127 ,000,87564,No Region             ,
NEWX129,+02 ,   ,New Cross Gate Sig TL5129 ,000,87562,No Region             ,
NEWX138,+02 ,   ,New Cross Gate Sig TL5138 ,000,87563,No Region             ,
NGWR   ,+02 ,   ,Nant Gwernol              ,000,00000,No Region             ,
NHALLP ,+02 ,   ,New Hall Loop             ,000,00000,No Region             ,
NIMES  ,+02 ,FNI,Nimes                     ,000,00786,No Region             ,
NLRT478,+02 ,   ,Northallerton Signal 478  ,000,15887,No Region             ,
NLRT691,+02 ,   ,Northallerton Sig. 691    ,000,15888,No Region             ,
NMPTCYG,+02 ,   ,Northampton Castle Yrd GBF,000,70109,No Region             ,
NNRYSQU,+02 ,NUR,Nunnery Square P&R        ,000,25809,No Region             ,
NNTYRNN,+02 ,NYN,Nantyronen                ,000,00000,No Region             ,
NOISLSC,+02 ,   ,Noisy-Le-Sec Cmt          ,000,00754,No Region             ,
NORWD03,+02 ,   ,Norwood Jn Signal T1003   ,000,87664,No Region             ,
NORWD08,+02 ,   ,Norwood Jn Signal T1008   ,000,87674,No Region             ,
NORWD10,+02 ,   ,Norwood Jn Signal T1010   ,000,87691,No Region             ,
NORWD16,+02 ,   ,Norwood Jn Signal T1016   ,000,87668,No Region             ,
NORWD17,+02 ,   ,Norwood Jn Signal T1017   ,000,87666,No Region             ,
NORWD18,+02 ,   ,Norwood Jn Signal T1018   ,000,87634,No Region             ,
NOVARA ,+02 ,   ,Novara                    ,000,00328,No Region             ,
NPLE815,+02 ,   ,North Pole Signal VC815   ,000,72284,No Region             ,
NRBONNE,+02 ,NNE,Narbonne                  ,000,00787,No Region             ,
NRCHRCP,+02 ,   ,Norwich Crown Pt Recep    ,000,48223,No Region             ,
NRTHDBC,+02 ,   ,Northfleet Tarmac DBC     ,000,88712,No Region             ,
NRTHFHH,+02 ,   ,Northfleet Lafarge (FHH)  ,000,88710,No Region             ,
NTHMDSH,+02 ,   ,Northam Depot Staff Halt  ,000,86509,No Region             ,
NTHR419,+02 ,   ,Netherfield GPL 419       ,000,55602,No Region             ,
NTHWTGB,+02 ,   ,Northwich TC GBRF         ,000,37131,No Region             ,
NTNBSD ,+02 ,NBS,Norton Bridge Station Drv ,000,00000,No Region             ,
NTNGPKK,+02 ,NPP,Nottingham Phoenix Park   ,000,00000,No Region             ,
NUNTHN1,+02 ,   ,Nunthorpe Signal N1       ,000,15505,No Region             ,
NWBIDRS,+02 ,   ,New Biggin (DRS)          ,000,09417,No Region             ,
NWCS042,+02 ,   ,Newcastle Signal T6042    ,000,12930,No Region             ,
NWMKDWS,+02 ,   ,Newmarket Dower Wood Sdg  ,000,00000,No Region             ,
NWPRBUS,+02 ,NPT,Newport Bus Station       ,000,00000,No Region             ,
NWPTKHL,+02 ,   ,Newport King's Hotel      ,000,00000,No Region             ,
NWRK096,+02 ,   ,Newark Signal NN4096      ,000,44311,No Region             ,
NWRKD83,+02 ,   ,Newark Signal D83         ,000,44307,No Region             ,
NWRKNC5,+02 ,   ,Newark Castle Sig NC5     ,000,44309,No Region             ,
OKHMGOP,+02 ,XCG,Okehampton Going Places   ,000,00000,No Region             ,
OKHMPFS,+02 ,   ,Okehampton Fore Street    ,000,00000,No Region             ,
OKHMPMP,+02 ,   ,Okehampton Market Street  ,000,00000,No Region             ,
OKHMPWS,+02 ,   ,Okehampton West Street    ,000,00000,No Region             ,
OLDO141,+02 ,   ,Old Oak Common Sig 141    ,000,73232,No Region             ,
OLDOCCL,+02 ,   ,Old Oak Carriage Line     ,000,73215,No Region             ,
OLDOENG,+02 ,   ,Old Oak Common Engine Sdg ,000,73231,No Region             ,
OLDOXAR,+02 ,   ,Old Oak Common Arrival Sig,000,73217,No Region             ,
OLDOXBL,+02 ,   ,Old Oak Common Back Line  ,000,73214,No Region             ,
OLDOXDP,+02 ,   ,Old Oak Common Depart Sig ,000,73218,No Region             ,
OLDOXRS,+02 ,   ,Old Oak Depot             ,000,73216,No Region             ,
ONLLWFH,+02 ,   ,Onllwyn Washery FHH       ,000,79504,No Region             ,
OOSTEND,+02 ,OOS,Oostende                  ,000,00000,No Region             ,
ORMMSID,+02 ,   ,Ormside                   ,000,09429,No Region             ,
OTTERBS,+02 ,OSM,Ottery St. Mary Broad St  ,000,00000,No Region             ,
OXEN45 ,+02 ,   ,Oxenholme Signal CE45     ,000,11013,No Region             ,
OXENSTH,+02 ,   ,Oxenholme South Jn        ,000,11014,No Region             ,
